Drug1Name Drug1DBID Drug2Name Drug2DBID Description
Pravastatin	DB00175	Ergotamine	DB00696	The serum concentration of Pravastatin can be increased when it is combined with Ergotamine.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Erlotinib	DB00530	The serum concentration of Erlotinib can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Erythromycin	DB00199	The metabolism of Pravastatin can be decreased when combined with Erythromycin.	the metabolism of drug1 can be decreased when combined with drug2.
Pravastatin	DB00175	Erythromycin	DB00199	The serum concentration of Pravastatin can be increased when it is combined with Erythromycin.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Eslicarbazepine acetate	DB09119	The serum concentration of Pravastatin can be decreased when it is combined with Eslicarbazepine acetate.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Estradiol	DB00783	The serum concentration of Estradiol can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Estramustine	DB01196	The serum concentration of Pravastatin can be increased when it is combined with Estramustine.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Estriol	DB04573	The serum concentration of Pravastatin can be decreased when it is combined with Estriol.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Estrone	DB00655	The serum concentration of Pravastatin can be decreased when it is combined with Estrone.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Ethinyl Estradiol	DB00977	The serum concentration of Ethinyl Estradiol can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Ethyl biscoumacetate	DB08794	Pravastatin may increase the anticoagulant activities of Ethyl biscoumacetate.	drug1 may increase the anticoagulant activities of drug2.
Pravastatin	DB00175	Etoposide	DB00773	The serum concentration of Pravastatin can be increased when it is combined with Etoposide.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Etravirine	DB06414	The serum concentration of Pravastatin can be decreased when it is combined with Etravirine.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Everolimus	DB01590	The serum concentration of Everolimus can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Ezetimibe	DB00973	The serum concentration of Ezetimibe can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Felodipine	DB01023	The serum concentration of Pravastatin can be increased when it is combined with Felodipine.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Fenofibrate	DB01039	The risk or severity of adverse effects can be increased when Fenofibrate is combined with Pravastatin.	the risk or severity of adverse effects can be increased when drug2 is combined with drug1.
Pravastatin	DB00175	Fentanyl	DB00813	The serum concentration of Pravastatin can be increased when it is combined with Fentanyl.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Fesoterodine	DB06702	The serum concentration of the active metabolites of Fesoterodine can be increased when Fesoterodine is used in combination with Pravastatin.	the serum concentration of the active metabolites of drug2 can be increased when drug2 is used in combination with drug1.
Pravastatin	DB00175	Fexofenadine	DB00950	The serum concentration of Pravastatin can be increased when it is combined with Fexofenadine.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Fidaxomicin	DB08874	The serum concentration of Fidaxomicin can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Floxuridine	DB00322	The metabolism of Pravastatin can be decreased when combined with Floxuridine.	the metabolism of drug1 can be decreased when combined with drug2.
